userId,movieId,prediction,rank
15,318,4.634598731994629,4
15,8961,4.55411434173584,5
15,6539,4.45339298248291,6
15,593,4.438474178314209,7
15,6874,4.432690143585205,8
15,33794,4.396075248718262,9
15,44191,4.396019458770752,10
16,593,4.97526741027832,1
16,296,4.938387393951416,2
16,318,4.902017593383789,3
16,480,4.266689300537109,4
16,527,4.256335258483887,5
16,110,4.248663425445557,6
16,2028,4.240038871765137,7
16,50,4.230425834655762,8
16,1196,4.202586650848389,9
16,1210,4.2019429206848145,10
17,480,4.272055149078369,1
17,608,4.195930480957031,2
17,3578,4.14504861831665,3
17,50,4.139707088470459,4
17,32,4.132272243499756,5
17,592,4.093156814575195,6
17,293,4.045928001403809,7
17,380,3.9918627738952637,8
17,4306,3.984835624694824,9
17,364,3.9128947257995605,10
18,58559,5.36911678314209,1
18,356,5.196331024169922,2
18,89745,5.152347564697266,3
18,6539,5.030385494232178,4
18,60069,4.870948791503906,5
18,4306,4.867580890655518,6
18,7438,4.850957870483398,7
18,4878,4.81960391998291,8
18,49272,4.791380882263184,9
18,59315,4.733804225921631,10
19,329,6.340895652770996,1
19,1500,6.196524143218994,2
19,95,6.133403778076172,3
19,3527,6.091214179992676,4
19,1304,6.08804988861084,5
19,110,6.011291027069092,6
19,21,6.010371208190918,7
19,141,5.934593677520752,8
19,2054,5.8774614334106445,9
19,172,5.817228317260742,10
20,500,5.177203178405762,1
20,260,5.071441173553467,2
20,1721,5.037178039550781,3
20,367,4.971297264099121,4
20,110,4.950296401977539,5
20,2012,4.927182197570801,6
20,1270,4.924737930297852,7
20,296,4.9099249839782715,8
20,2571,4.909913539886475,9
20,1,4.891955375671387,10
21,109487,6.278237342834473,1
21,356,6.123756408691406,2
21,96079,6.027385711669922,3
21,74458,5.815045356750488,4
21,103042,5.640718460083008,5
21,78499,5.5985331535339355,6
21,60069,5.577733039855957,7
21,68157,5.533308982849121,8
21,70286,5.4569292068481445,9
21,166528,5.437392234802246,10
22,4993,5.0379767417907715,1
22,2571,4.8938469886779785,2
22,296,4.723201274871826,3
22,260,4.703369140625,4
22,4306,4.701862812042236,5
22,6539,4.678963661193848,6
22,7361,4.668544769287109,7
22,5952,4.653314590454102,8
22,593,4.623563289642334,9
22,527,4.5966644287109375,10
23,593,5.52130651473999,1
23,296,5.087404727935791,2
23,318,5.075794219970703,3
23,111,4.5720109939575195,4
23,858,4.555186748504639,5
23,2571,4.5526347160339355,6
23,260,4.5194196701049805,7
23,2028,4.498350620269775,8
23,2858,4.450449466705322,9
23,480,4.373570442199707,10
24,4993,4.885471343994141,1
24,2959,4.6879706382751465,2
24,260,4.49857759475708,3
24,7153,4.488728046417236,4
24,6874,4.460598945617676,5
24,1196,4.4604105949401855,6
24,4306,4.450836658477783,7
24,593,4.448266983032227,8
24,1,4.442713260650635,9
24,6539,4.439943313598633,10
25,356,4.977236747741699,1
25,318,4.768891334533691,2
25,593,4.678731441497803,3
25,296,4.625904560089111,4
25,260,4.258893966674805,5
25,1196,4.227532863616943,6
25,1,4.205225467681885,7
25,150,4.201542854309082,8
25,2959,4.1791300773620605,9
25,2858,4.154499530792236,10
26,318,4.747209548950195,1
26,2571,4.561059474945068,2
26,260,4.33433723449707,3
26,110,4.279555797576904,4
26,480,4.276516437530518,5
26,1196,4.247683525085449,6
26,2858,4.23500394821167,7
26,1,4.205337047576904,8
26,2959,4.1872878074646,9
26,589,4.186650276184082,10
27,296,5.013041973114014,1
27,457,4.677923679351807,2
27,110,4.667124271392822,3
27,380,4.666041374206543,4
27,587,4.593962669372559,5
27,318,4.5876851081848145,6
27,1304,4.561978340148926,7
27,589,4.54250431060791,8
27,592,4.540462017059326,9
27,593,4.537327766418457,10
28,1721,5.457557678222656,1
28,4306,5.405056476593018,2
28,3578,5.345706939697266,3
28,4776,5.258635520935059,4
28,1097,5.145537376403809,5
28,6377,5.065196514129639,6
28,48516,5.0535173416137695,7
28,4973,5.0455145835876465,8
28,1265,5.038547515869141,9
28,5378,5.035634994506836,10
29,2571,4.714557647705078,1
29,593,4.70966100692749,2
29,260,4.488143444061279,3
29,2959,4.342325687408447,4
29,480,4.333345413208008,5
29,589,4.27495813369751,6
29,527,4.271512031555176,7
29,2858,4.254089832305908,8
29,1196,4.252596855163574,9
29,110,4.238566875457764,10
30,356,5.009312152862549,1
30,296,4.614686012268066,2
30,593,4.588791847229004,3
30,2959,4.302698135375977,4
30,1,4.273280620574951,5
30,2858,4.179647922515869,6
30,150,4.135594844818115,7
30,527,4.1225690841674805,8
30,7153,4.054287433624268,9
30,4306,4.046289920806885,10
31,593,4.86210298538208,1
31,296,4.856890678405762,2
31,318,4.839179992675781,3
31,356,4.608316898345947,4
31,480,4.447620868682861,5
31,2571,4.397093772888184,6
31,150,4.394176006317139,7
31,260,4.346481800079346,8
31,110,4.3297648429870605,9
31,457,4.2889018058776855,10
32,150,4.690656661987305,1
32,356,4.667880535125732,2
32,457,4.649564266204834,3
32,480,4.595734119415283,4
32,110,4.59304141998291,5
32,380,4.567697525024414,6
32,589,4.373362064361572,7
32,329,4.31512975692749,8
32,590,4.30424165725708,9
32,2571,4.304046154022217,10
33,593,5.159173965454102,1
33,590,4.933542251586914,2
33,1304,4.799480438232422,3
33,150,4.7150702476501465,4
33,587,4.656301021575928,5
33,110,4.641297340393066,6
33,357,4.624525547027588,7
33,480,4.588144302368164,8
33,349,4.579914569854736,9
33,36,4.57951545715332,10
34,2571,4.846253395080566,1
34,4993,4.783412933349609,2
34,296,4.652046203613281,3
34,593,4.618332862854004,4
34,260,4.5473785400390625,5
34,3578,4.496809482574463,6
34,7153,4.486538410186768,7
34,1196,4.369163990020752,8
34,1198,4.362842082977295,9
34,2028,4.35988712310791,10
35,318,4.804192543029785,1
35,593,4.775136470794678,2
35,356,4.7666144371032715,3
35,296,4.74541711807251,4
35,2571,4.468277454376221,5
35,480,4.319689750671387,6
35,110,4.314059257507324,7
35,260,4.307613849639893,8
35,2858,4.217731952667236,9
35,1196,4.178491592407227,10
36,296,4.894006729125977,1
36,480,4.655324459075928,2
36,356,4.654281139373779,3
36,593,4.647421360015869,4
36,110,4.625527858734131,5
36,2571,4.552196025848389,6
36,260,4.5185227394104,7
36,380,4.515352725982666,8
36,589,4.491555213928223,9
36,457,4.453789234161377,10
37,593,4.7154412269592285,1
37,2571,4.562699794769287,2
37,260,4.3586626052856445,3
37,110,4.325218677520752,4
37,480,4.286515235900879,5
37,1196,4.263401031494141,6
37,2858,4.254463195800781,7
37,1,4.245422840118408,8
37,589,4.1961774826049805,9
37,2959,4.195842742919922,10
38,2571,4.343221664428711,1
38,457,4.33259916305542,2
38,260,4.230781555175781,3
38,2858,4.214121341705322,4
38,589,4.1710381507873535,5
38,780,4.161136627197266,6
38,1196,4.14454984664917,7
38,588,4.141862869262695,8
38,1,4.132225036621094,9
38,592,4.131079196929932,10
39,318,4.791327476501465,1
39,260,4.664331436157227,2
39,110,4.653989791870117,3
39,480,4.617011070251465,4
39,356,4.546863555908203,5
39,380,4.431827545166016,6
39,780,4.405965328216553,7
39,2028,4.365081310272217,8
39,1270,4.346957206726074,9
39,527,4.340126991271973,10
40,593,5.013469219207764,1
40,356,4.701541423797607,2
40,480,4.503544807434082,3
40,329,4.42979621887207,4
40,349,4.426148891448975,5
40,161,4.387572288513184,6
40,25,4.349828243255615,7
40,32,4.26538610458374,8
40,141,4.252025604248047,9
40,539,4.245550155639648,10
41,4993,5.077898025512695,1
41,58559,5.01467227935791,2
41,89745,4.856414794921875,3
41,72998,4.833256244659424,4
41,6539,4.822833061218262,5
41,318,4.78959321975708,6
41,6874,4.7397027015686035,7
41,109487,4.661299705505371,8
41,7153,4.654179096221924,9
41,2959,4.648294925689697,10
42,587,6.0515923500061035,1
42,1356,5.725268363952637,2
42,329,5.686768531799316,3
42,1214,5.632089614868164,4
42,480,5.568966388702393,5
42,367,5.4640116691589355,6
42,172,5.451736927032471,7
42,589,5.449892997741699,8
42,21,5.392721176147461,9
42,32,5.353139400482178,10
43,150,4.887555122375488,1
43,593,4.866039276123047,2
43,480,4.623556137084961,3
43,292,4.443770408630371,4
43,32,4.368506908416748,5
43,780,4.333189487457275,6
43,349,4.2834649085998535,7
43,141,4.260768890380859,8
43,1,4.25874662399292,9
43,2571,4.23690938949585,10
44,356,4.920629501342773,1
44,593,4.7797441482543945,2
44,318,4.7133989334106445,3
44,296,4.682394504547119,4
44,110,4.508357524871826,5
44,480,4.496906757354736,6
44,2571,4.495871067047119,7
44,150,4.447540760040283,8
44,380,4.433564186096191,9
44,592,4.430622100830078,10
45,10,5.31829309463501,1
45,592,5.104050159454346,2
45,736,5.024560451507568,3
45,2054,5.005297660827637,4
45,2959,4.900712966918945,5
45,648,4.82420539855957,6
45,2640,4.799248695373535,7
45,377,4.780330657958984,8
45,1214,4.716480731964111,9
45,153,4.697850704193115,10
46,356,4.8192267417907715,1
46,593,4.731441020965576,2
46,296,4.722128391265869,3
46,2571,4.508884906768799,4
46,150,4.336624622344971,5
46,110,4.333028793334961,6
46,260,4.325373649597168,7
46,480,4.318892478942871,8
46,2858,4.228003978729248,9
46,1196,4.222189903259277,10
47,79132,5.569587707519531,1
47,356,5.064294338226318,2
47,4993,5.036336898803711,3
47,58559,5.001484394073486,4
47,318,4.867852687835693,5
47,8961,4.824498653411865,6
47,89745,4.822013854980469,7
47,5952,4.819243431091309,8
47,4306,4.814803123474121,9
47,91529,4.805696487426758,10
48,356,4.883267879486084,1
48,296,4.723318576812744,2
48,318,4.717489242553711,3
48,2571,4.693192481994629,4
48,593,4.628345966339111,5
48,260,4.473849773406982,6
48,2959,4.4095330238342285,7
48,110,4.3699517250061035,8
48,1196,4.356523036956787,9
48,1,4.3538312911987305,10
49,296,4.684027194976807,1
49,593,4.648991107940674,2
49,260,4.331567287445068,3
49,1196,4.273975849151611,4
49,1,4.254947185516357,5
49,2959,4.254417896270752,6
49,2858,4.210816383361816,7
49,1198,4.200121879577637,8
49,150,4.181217193603516,9
49,4993,4.1773681640625,10
50,92259,6.335474967956543,1
50,79132,5.363692283630371,2
50,68954,4.822139739990234,3
50,89745,4.819889068603516,4
50,318,4.8090033531188965,5
50,1193,4.55332612991333,6
50,88125,4.488883972167969,7
50,60069,4.483790397644043,8
50,296,4.481311798095703,9
50,116797,4.377137184143066,10
51,592,5.647536277770996,1
51,10,5.410298824310303,2
51,3527,5.39956521987915,3
51,480,5.358232021331787,4
51,2640,5.304558753967285,5
51,231,5.239771842956543,6
51,780,5.231307029724121,7
51,32,5.202889919281006,8
51,1127,5.088874816894531,9
51,648,5.086099147796631,10
52,4993,5.523767471313477,1
52,58559,5.473947525024414,2
52,68954,5.439139366149902,3
52,91529,5.175880432128906,4
52,2571,5.0832366943359375,5
52,89745,5.0829691886901855,6
52,6539,5.060379505157471,7
52,6377,5.051076889038086,8
52,5952,5.019833564758301,9
52,7438,5.002893447875977,10
53,296,4.886174201965332,1
53,318,4.835546970367432,2
53,593,4.811110973358154,3
53,356,4.6066694259643555,4
53,480,4.503873348236084,5
53,2571,4.4932050704956055,6
53,110,4.4578776359558105,7
53,260,4.4302897453308105,8
53,2858,4.341073989868164,9
53,150,4.340924263000488,10
54,2571,4.4930009841918945,1
54,260,4.319654941558838,2
54,2858,4.269417762756348,3
54,1196,4.251997947692871,4
54,1210,4.1591081619262695,5
54,527,4.157214641571045,6
54,1198,4.147625923156738,7
54,2959,4.111865043640137,8
54,780,4.099761009216309,9
54,1270,4.068850040435791,10
55,356,4.829095840454102,1
55,296,4.751453876495361,2
55,318,4.722796440124512,3
55,593,4.6802568435668945,4
55,2571,4.629878044128418,5
55,260,4.4294915199279785,6
55,110,4.3466033935546875,7
55,480,4.337360382080078,8
55,2959,4.3196702003479,9
55,1196,4.305211067199707,10
56,356,4.826237678527832,1
56,2571,4.520236015319824,2
56,110,4.400994777679443,3
56,480,4.383991718292236,4
56,150,4.3641462326049805,5
56,260,4.3249030113220215,6
56,2858,4.254520893096924,7
56,1196,4.235894680023193,8
56,1,4.225314140319824,9
56,380,4.217975616455078,10
57,329,5.509748458862305,1
57,1214,5.345452308654785,2
57,10,5.335742950439453,3
57,2641,5.321368217468262,4
57,457,5.268294334411621,5
57,141,5.241137981414795,6
57,1077,5.210901737213135,7
57,589,5.152614116668701,8
57,736,5.133978843688965,9
57,1371,5.101261138916016,10
58,318,4.890486717224121,1
58,593,4.818252086639404,2
58,2571,4.294595718383789,3
58,2858,4.254986763000488,4
58,260,4.230654716491699,5
58,32,4.20114803314209,6
58,527,4.175670146942139,7
58,1196,4.16646146774292,8
58,1,4.159580230712891,9
58,367,4.092959880828857,10
59,296,5.169208526611328,1
59,318,4.956140995025635,2
59,457,4.688694000244141,3
59,590,4.581491470336914,4
59,1304,4.539449214935303,5
59,2858,4.475825786590576,6
59,1210,4.451769828796387,7
59,50,4.436563014984131,8
59,380,4.364856719970703,9
59,32,4.345887660980225,10
60,296,4.806344032287598,1
60,593,4.755737781524658,2
60,356,4.741629600524902,3
60,2571,4.509014129638672,4
60,260,4.367173194885254,5
60,110,4.337480068206787,6
60,480,4.297543525695801,7
60,150,4.275911808013916,8
60,2858,4.262397289276123,9
60,1196,4.233746528625488,10
61,356,4.830201625823975,1
61,296,4.752642631530762,2
61,2571,4.632842540740967,3
61,260,4.402750492095947,4
61,2959,4.288819789886475,5
61,110,4.275029182434082,6
61,1196,4.274909973144531,7
61,2858,4.267116546630859,8
61,480,4.259900093078613,9
61,1198,4.23659610748291,10
62,79132,7.402169227600098,1
62,89745,7.101734638214111,2
62,109487,6.788996696472168,3
62,58559,6.485411643981934,4
62,108932,6.226411819458008,5
62,70286,6.078188896179199,6
62,80463,5.920285701751709,7
62,44191,5.862104415893555,8
62,78499,5.8421244621276855,9
62,51662,5.789235591888428,10
63,2571,4.935483455657959,1
63,8961,4.797572135925293,2
63,44191,4.762714385986328,3
63,58559,4.680335521697998,4
63,4306,4.606328010559082,5
63,593,4.605253219604492,6
63,4973,4.583464622497559,7
63,6377,4.5775957107543945,8
63,48394,4.393808841705322,9
63,51662,4.366272449493408,10
64,260,5.237836837768555,1
64,1721,5.192701816558838,2
64,3578,5.093993186950684,3
64,2571,4.929417133331299,4
64,4306,4.778939247131348,5
64,231,4.751407146453857,6
64,1527,4.715773582458496,7
64,1584,4.701544284820557,8
64,1270,4.701517105102539,9
64,5349,4.661981582641602,10
65,356,4.935850143432617,1
65,318,4.762171268463135,2
65,296,4.669399738311768,3
65,2571,4.6626410484313965,4
65,593,4.5936784744262695,5
65,260,4.341548919677734,6
65,1196,4.2820539474487305,7
65,1,4.236030101776123,8
65,2858,4.206429481506348,9
65,1198,4.204144477844238,10
66,587,5.024008750915527,1
66,1097,4.947510242462158,2
66,318,4.9011921882629395,3
66,457,4.804791450500488,4
66,377,4.756974697113037,5
66,367,4.738762378692627,6
66,648,4.710562705993652,7
66,1304,4.702558994293213,8
66,527,4.683314800262451,9
66,316,4.632813453674316,10
67,593,4.735689163208008,1
67,2571,4.647122859954834,2
67,260,4.354473114013672,3
67,2959,4.317367076873779,4
67,480,4.231773853302002,5
67,110,4.20500373840332,6
67,1198,4.20236873626709,7
67,1196,4.182137966156006,8
67,780,4.172037124633789,9
67,1,4.163265705108643,10
68,7147,5.896148681640625,1
68,3275,5.606010437011719,2
68,45447,5.587955474853516,3
68,3578,5.4344024658203125,4
68,2987,5.365991115570068,5
68,58559,5.298404693603516,6
68,2054,5.267803192138672,7
68,3948,5.257686614990234,8
68,2081,5.161345481872559,9
68,33679,5.144272804260254,10
69,356,4.8200812339782715,1
69,296,4.802523136138916,2
69,2571,4.72634744644165,3
69,2959,4.452393054962158,4
69,110,4.445074081420898,5
69,1,4.387621879577637,6
69,4993,4.378758907318115,7
69,2858,4.354156494140625,8
69,480,4.351129055023193,9
69,1198,4.337615489959717,10
70,296,4.958926677703857,1
70,593,4.873647212982178,2
70,2571,4.4419708251953125,3
70,260,4.374845027923584,4
70,480,4.358229637145996,5
70,110,4.326539516448975,6
70,457,4.260770320892334,7
70,527,4.248136520385742,8
70,1196,4.238717079162598,9
70,1210,4.208239555358887,10
71,356,4.828578948974609,1
71,318,4.760644912719727,2
71,593,4.740944862365723,3
71,296,4.729704856872559,4
71,2571,4.55402946472168,5
71,110,4.362853527069092,6
71,480,4.342772483825684,7
71,150,4.2955803871154785,8
71,1196,4.243418216705322,9
71,2858,4.238389492034912,10
72,593,4.779601573944092,1
72,480,4.360200881958008,2
72,589,4.272117614746094,3
72,2858,4.255483627319336,4
72,2028,4.1894659996032715,5
72,2959,4.185358047485352,6
72,1,4.166897296905518,7
72,527,4.163042068481445,8
72,380,4.1415581703186035,9
72,592,4.110644340515137,10
73,68954,6.819469451904297,1
73,58559,6.085423946380615,2
73,69844,5.6397480964660645,3
73,109374,5.5765509605407715,4
73,40815,5.561678886413574,5
73,356,5.526083469390869,6
73,8961,5.465060234069824,7
73,122882,5.454943656921387,8
73,59784,5.375507354736328,9
73,60069,5.320337772369385,10
74,593,5.721182823181152,1
74,318,5.599920749664307,2
74,7361,5.188435077667236,3
74,904,5.037936210632324,4
74,1172,5.006801605224609,5
74,50,4.928780555725098,6
74,527,4.926266670227051,7
74,1225,4.674312114715576,8
74,1089,4.665517330169678,9
74,1704,4.604488372802734,10
75,296,4.911118507385254,1
75,593,4.885053634643555,2
75,318,4.79902982711792,3
75,356,4.673275947570801,4
75,480,4.41353178024292,5
75,110,4.412717819213867,6
75,1210,4.3757429122924805,7
75,2858,4.362226486206055,8
75,2028,4.347514629364014,9
75,780,4.305595397949219,10
76,356,4.960914611816406,1
76,4993,4.680931091308594,2
76,260,4.450549602508545,3
76,4306,4.291647434234619,4
76,1196,4.283395290374756,5
76,6539,4.280657768249512,6
76,527,4.261153221130371,7
76,1198,4.250195503234863,8
76,2858,4.210149765014648,9
76,3578,4.182894229888916,10
77,356,4.874680519104004,1
77,318,4.748818397521973,2
77,296,4.708675861358643,3
77,593,4.679930210113525,4
77,2571,4.632662296295166,5
77,2959,4.295446395874023,6
77,1,4.25022554397583,7
77,110,4.237616539001465,8
77,2858,4.236884117126465,9
77,1198,4.212930679321289,10
78,356,4.909928798675537,1
78,2959,4.47028112411499,2
78,110,4.42917537689209,3
78,1196,4.408936977386475,4
78,380,4.4010748863220215,5
78,592,4.322981357574463,6
78,2858,4.29878568649292,7
78,1210,4.29648494720459,8
78,2028,4.27802848815918,9
78,3578,4.242680072784424,10
79,296,4.908937454223633,1
79,593,4.855879783630371,2
79,356,4.7365522384643555,3
79,318,4.734479904174805,4
79,2858,4.460387229919434,5
79,110,4.452362537384033,6
79,260,4.4363932609558105,7
79,589,4.4186530113220215,8
79,380,4.371362209320068,9
79,1198,4.316353797912598,10
80,4993,5.518801689147949,1
80,68954,5.504692554473877,2
80,44191,5.439356803894043,3
80,7153,5.40144157409668,4
80,356,5.342196941375732,5
80,8961,5.323275566101074,6
80,2571,5.194446086883545,7
80,91529,5.160306453704834,8
80,7438,5.134274482727051,9
80,72998,5.087484359741211,10
81,318,4.74604606628418,1
81,593,4.698337078094482,2
81,2571,4.572556972503662,3
81,260,4.347778797149658,4
81,1196,4.250946521759033,5
81,2858,4.2345123291015625,6
81,1,4.219053745269775,7
81,2959,4.200697898864746,8
81,589,4.193347930908203,9
81,1198,4.1838059425354,10
82,2959,5.343151569366455,1
82,6874,5.0518646240234375,2
82,500,5.021274566650391,3
82,4963,4.997951507568359,4
82,44191,4.9107184410095215,5
82,5418,4.843279838562012,6
82,1196,4.80486536026001,7
82,5989,4.770949840545654,8
82,8961,4.726414680480957,9
82,2762,4.716338634490967,10
83,318,4.886664867401123,1
83,593,4.813769340515137,2
83,296,4.78964376449585,3
83,2571,4.651596546173096,4
83,260,4.5036749839782715,5
83,527,4.368462085723877,6
83,2959,4.318068504333496,7
83,7361,4.276965141296387,8
83,2858,4.266751766204834,9
83,1196,4.241734504699707,10
84,272,5.261122703552246,1
84,318,5.191802978515625,2
84,497,5.037688255310059,3
84,1094,5.018632888793945,4
84,1958,4.97383975982666,5
84,2243,4.9502363204956055,6
84,266,4.9215240478515625,7
84,2396,4.855991363525391,8
84,350,4.847028732299805,9
84,235,4.832400321960449,10
85,593,5.162467956542969,1
85,318,4.9251556396484375,2
85,296,4.908283233642578,3
85,356,4.584486961364746,4
85,480,4.403298377990723,5
85,150,4.383205890655518,6
85,457,4.347081184387207,7
85,2571,4.320182800292969,8
85,2858,4.300422668457031,9
85,608,4.288187503814697,10
86,296,4.715679168701172,1
86,593,4.648036956787109,2
86,110,4.2669758796691895,3
86,1198,4.2507004737854,4
86,2858,4.2292656898498535,5
86,527,4.190003871917725,6
86,2028,4.183830738067627,7
86,589,4.131740093231201,8
86,150,4.090792655944824,9
86,50,4.083040714263916,10
87,296,4.794243335723877,1
87,593,4.748229026794434,2
87,318,4.748154163360596,3
87,356,4.727581024169922,4
87,2571,4.5860981941223145,5
87,260,4.447539329528809,6
87,480,4.367111682891846,7
87,110,4.341613292694092,8
87,780,4.275325298309326,9
87,2858,4.2708659172058105,10
88,356,4.862095832824707,1
88,2571,4.760413646697998,2
88,296,4.712178707122803,3
88,593,4.687816619873047,4
88,260,4.488604545593262,5
88,2959,4.485579490661621,6
88,110,4.3195037841796875,7
88,1196,4.314953804016113,8
88,2858,4.31025505065918,9
88,1198,4.3033881187438965,10
89,79132,6.334259033203125,1
89,109487,6.049810409545898,2
89,81847,5.662688255310059,3
89,150,5.597790718078613,4
89,116797,5.288669586181641,5
89,112183,4.92723274230957,6
89,166461,4.824530601501465,7
89,111113,4.82378625869751,8
89,117590,4.810980796813965,9
89,68954,4.786767482757568,10
90,593,5.157644748687744,1
90,318,4.983607292175293,2
90,296,4.950092792510986,3
90,150,4.589730739593506,4
90,356,4.50631046295166,5
90,457,4.475363731384277,6
90,349,4.383784294128418,7
90,590,4.376351833343506,8
90,480,4.338805198669434,9
90,50,4.287198066711426,10
91,589,5.269139289855957,1
91,2640,5.155308723449707,2
91,3527,5.012137413024902,3
91,141,5.007882118225098,4
91,253,4.984211444854736,5
91,1127,4.976639747619629,6
91,296,4.92979097366333,7
91,457,4.877135276794434,8
91,377,4.847365856170654,9
91,2916,4.824938774108887,10
92,356,4.84798002243042,1
92,296,4.726311206817627,2
92,318,4.685622692108154,3
92,2571,4.6767754554748535,4
92,593,4.642764568328857,5
92,260,4.5384111404418945,6
92,110,4.442465305328369,7
92,2959,4.405220985412598,8
92,480,4.382317543029785,9
92,1,4.369848728179932,10
93,356,4.8656134605407715,1
93,296,4.740055084228516,2
93,318,4.642054557800293,3
93,110,4.631747245788574,4
93,592,4.629395484924316,5
93,589,4.5854387283325195,6
93,2571,4.5748724937438965,7
93,780,4.530259132385254,8
93,260,4.48370885848999,9
93,32,4.4042439460754395,10
94,296,4.7052483558654785,1
94,2571,4.489853382110596,2
94,260,4.312304496765137,3
94,1196,4.213254451751709,4
94,2858,4.200287818908691,5
94,780,4.196084976196289,6
94,1,4.195707321166992,7
94,380,4.186926364898682,8
94,527,4.151365756988525,9
94,1210,4.125431060791016,10
95,296,5.047913074493408,1
95,260,4.800691604614258,2
95,318,4.7517194747924805,3
95,2959,4.707109451293945,4
95,2762,4.680034160614014,5
95,589,4.664947986602783,6
95,110,4.621984481811523,7
95,380,4.576030731201172,8
95,593,4.5506720542907715,9
95,3793,4.547319412231445,10
96,593,4.8493452072143555,1
96,318,4.820691108703613,2
96,356,4.629852294921875,3
96,110,4.388401031494141,4
96,1196,4.313992500305176,5
96,457,4.269413471221924,6
96,590,4.21604061126709,7
96,1270,4.215141296386719,8
96,32,4.20329475402832,9
96,1580,4.177528381347656,10
