cluster,cluster-nDCG,cluster-precision,ndcg,precision
27,0.5130601843286284,0.4714285714285714,0.23317149875100027,0.23317149875100027
28,0.4308133619965543,0.43000000000000005,0.23317149875100027,0.23317149875100027
29,0.3120371350373246,0.2952380952380952,0.23317149875100027,0.23317149875100027
30,0.253667132490806,0.20434782608695656,0.23317149875100027,0.23317149875100027
31,0.4298434502167712,0.38333333333333336,0.23317149875100027,0.23317149875100027
32,0.21339940185488693,0.16956521739130437,0.23317149875100027,0.23317149875100027
33,0.4481416400613052,0.42000000000000004,0.23317149875100027,0.23317149875100027
34,0.550285959525836,0.5285714285714287,0.23317149875100027,0.23317149875100027
35,0.46076835583933357,0.4307692307692308,0.23317149875100027,0.23317149875100027
36,0.3935262102786163,0.38,0.23317149875100027,0.23317149875100027
37,0.588632732441743,0.5761904761904761,0.23317149875100027,0.23317149875100027
38,0.5145190440702903,0.5000000000000001,0.23317149875100027,0.23317149875100027
39,0.45124494832724177,0.425,0.23317149875100027,0.23317149875100027
40,0.4509072657261123,0.4263157894736842,0.23317149875100027,0.23317149875100027
41,0.5837457529440915,0.58,0.23317149875100027,0.23317149875100027
42,0.3157602939897469,0.30000000000000004,0.23317149875100027,0.23317149875100027
43,0.3609257437230879,0.3333333333333333,0.23317149875100027,0.23317149875100027
44,0.4394690889277876,0.4388888888888889,0.23317149875100027,0.23317149875100027
45,0.4011545317391567,0.39999999999999997,0.23317149875100027,0.23317149875100027
46,0.4007121014865915,0.37058823529411766,0.23317149875100027,0.23317149875100027
47,0.4157346840503701,0.4166666666666667,0.23317149875100027,0.23317149875100027
48,0.4723054699289005,0.445,0.23317149875100027,0.23317149875100027
49,0.5688579198014593,0.5166666666666667,0.23317149875100027,0.23317149875100027
50,0.39709185640931627,0.3857142857142858,0.23317149875100027,0.23317149875100027
51,0.6021522542354162,0.5428571428571428,0.23317149875100027,0.23317149875100027
52,0.4060092925133942,0.35,0.23317149875100027,0.23317149875100027
53,0.5223655690097165,0.5055555555555555,0.23317149875100027,0.23317149875100027
54,0.33466431022023624,0.3210526315789474,0.23317149875100027,0.23317149875100027
55,0.3718169127803797,0.3526315789473684,0.23317149875100027,0.23317149875100027
56,0.4503337685865915,0.44000000000000006,0.23317149875100027,0.23317149875100027
57,0.5486673287907308,0.5181818181818182,0.23317149875100027,0.23317149875100027
58,0.38666163402629866,0.3692307692307692,0.23317149875100027,0.23317149875100027
59,0.5294161866506883,0.49999999999999994,0.23317149875100027,0.23317149875100027
60,0.5833266317777167,0.5631578947368422,0.23317149875100027,0.23317149875100027
61,0.5261396630441075,0.5266666666666666,0.23317149875100027,0.23317149875100027
62,0.47584275420816685,0.45,0.23317149875100027,0.23317149875100027
63,0.48928150841022955,0.47777777777777775,0.23317149875100027,0.23317149875100027
64,0.4999427593214828,0.47368421052631576,0.23317149875100027,0.23317149875100027
65,0.4888412346424524,0.4785714285714286,0.23317149875100027,0.23317149875100027
66,0.33664353771846284,0.26666666666666666,0.23317149875100027,0.23317149875100027
67,0.4762596741757678,0.4666666666666667,0.23317149875100027,0.23317149875100027
68,0.4750200581563957,0.47777777777777786,0.23317149875100027,0.23317149875100027
69,0.36671426903140214,0.35454545454545455,0.23317149875100027,0.23317149875100027
70,0.5944606992496064,0.5888888888888889,0.23317149875100027,0.23317149875100027
71,0.11262205160083875,0.1,0.23317149875100027,0.23317149875100027
72,0.5198391272700679,0.5,0.23317149875100027,0.23317149875100027
73,0.348180807718303,0.34545454545454546,0.23317149875100027,0.23317149875100027
74,0.41853034888583157,0.4,0.23317149875100027,0.23317149875100027
75,0.5011079234671505,0.47368421052631576,0.23317149875100027,0.23317149875100027
76,0.2803149439250117,0.2571428571428572,0.23317149875100027,0.23317149875100027
77,0.22144628873883132,0.19999999999999998,0.23317149875100027,0.23317149875100027
78,0.4936438940449938,0.45882352941176463,0.23317149875100027,0.23317149875100027
79,0.3869187489088484,0.4,0.23317149875100027,0.23317149875100027
80,0.4981867907213035,0.44999999999999996,0.23317149875100027,0.23317149875100027
81,0.2885156953689028,0.2692307692307692,0.23317149875100027,0.23317149875100027
82,0.5678393465747873,0.5090909090909091,0.23317149875100027,0.23317149875100027
83,0.4133939554090281,0.38666666666666666,0.23317149875100027,0.23317149875100027
84,0.5131042136332548,0.48,0.23317149875100027,0.23317149875100027
85,0.42259214381175114,0.4090909090909091,0.23317149875100027,0.23317149875100027
86,0.44922844248249927,0.41999999999999993,0.23317149875100027,0.23317149875100027
87,0.49310300830967296,0.45,0.23317149875100027,0.23317149875100027
88,0.24909214541971259,0.196,0.23317149875100027,0.23317149875100027
89,0.5347320883955291,0.48461538461538467,0.23317149875100027,0.23317149875100027
90,0.5448991708075595,0.51,0.23317149875100027,0.23317149875100027
91,0.40233534779399055,0.38125,0.23317149875100027,0.23317149875100027
92,0.3733952656851818,0.35,0.23317149875100027,0.23317149875100027
93,0.415225915541093,0.41250000000000003,0.23317149875100027,0.23317149875100027
94,0.1568452376011612,0.1625,0.23317149875100027,0.23317149875100027
95,0.44646547668989467,0.425,0.23317149875100027,0.23317149875100027
96,0.525049718329359,0.4882352941176471,0.23317149875100027,0.23317149875100027
97,0.5078134754114809,0.51,0.23317149875100027,0.23317149875100027
98,0.08165206894145473,0.08000000000000002,0.23317149875100027,0.23317149875100027
99,0.5893927142456868,0.5705882352941176,0.23317149875100027,0.23317149875100027
100,0.32641340554486825,0.32,0.23317149875100027,0.23317149875100027
101,0.45249151234714496,0.4277777777777777,0.23317149875100027,0.23317149875100027
102,0.5412725180133365,0.49090909090909096,0.23317149875100027,0.23317149875100027
103,0.4600836011295097,0.43636363636363634,0.23317149875100027,0.23317149875100027
104,0.4775037570282164,0.445,0.23317149875100027,0.23317149875100027
105,0.42464714964626904,0.41538461538461535,0.23317149875100027,0.23317149875100027
106,0.4962618687419589,0.47368421052631576,0.23317149875100027,0.23317149875100027
107,0.5680554419420173,0.5642857142857143,0.23317149875100027,0.23317149875100027
108,0.2901182715857947,0.26666666666666666,0.23317149875100027,0.23317149875100027
109,0.38341544944220046,0.37,0.23317149875100027,0.23317149875100027
110,0.450493722214452,0.4090909090909091,0.23317149875100027,0.23317149875100027
111,0.41814196073039356,0.39444444444444443,0.23317149875100027,0.23317149875100027
112,0.49781048992475346,0.4789473684210526,0.23317149875100027,0.23317149875100027
113,0.5042928846798018,0.4714285714285715,0.23317149875100027,0.23317149875100027
114,0.5083683300960627,0.45999999999999996,0.23317149875100027,0.23317149875100027
115,0.5126073843042828,0.48666666666666664,0.23317149875100027,0.23317149875100027
116,0.509657602750561,0.47999999999999987,0.23317149875100027,0.23317149875100027
117,0.4845279611709585,0.4411764705882352,0.23317149875100027,0.23317149875100027
118,0.5534552375696735,0.5,0.23317149875100027,0.23317149875100027
119,0.4436053214243164,0.43,0.23317149875100027,0.23317149875100027
